text,label
We're losing the wind !,fear
"Don't fuck with me on this one , [PERSON] .",anger
Can I have some more ? - Yeah .,joy
"You ever make me look stupid , you're dead .",anger
I won't vote on it until I get my questions answered .,anger
I don't think you'll be able to stand it long .,fear
It's a wonder we make a profit at all .,fear
We're way out of our league !,disgust
What about the horses and the cattle ?,surprise
"Lovely woman . - Yes , I imagine what is .",joy
Is that what this is ?,surprise
I'm listening to you eat .,disgust
"This is good whiskey , we got it on a raid .",joy
Do you always lie ?,disgust
You sit and discuss your sports and your young ladies and ...,disgust
She'll never come back no more .,sadness
Where's the bastard that runs this shithole ?,disgust
What a man !,surprise
It's okay . It's okay .,joy
My argument with [PERSON] had nothing to do with any sudden realization .,anger
You got something to say about our plan ?,anger
I hear she comes real cheap .,disgust
"I loved you for it , just as my father did .",joy
"If I wanted to come in , no lock could keep me out .",anger
"Well , when you are fat , you don't move so fast .",disgust
"I wanted to blame myself for my dad's drinking , for my mom's crying all the time and her emotional breakdown .",sadness
You want to give her another shot at him ?,anger
You're probably wondering why I'm here .,surprise
And she got in a car accident .,sadness
You run in the same circles .,disgust
"Well , she simply said that you're a fat , pompous , bad - tempered old tyrant .",disgust
"When [PERSON] doesn't get his laundry , disaster !",disgust
It has a wonderful ring .,joy
Was ?,surprise
I can't believe it was you on the phone .,surprise
You had me scared for a minute .,fear
"If they don't they may learn to appreciate it , but it will never become part of their soul .",disgust
"Do not do this to me , [PERSON] .",surprise
I'm sorry to have bothered you .,sadness
"When that bomb blows , we'll lose our oxygen fast .",fear
"What's the matter with you , [PERSON] ?",anger
Mint juleps always make me sing .,joy
We must have missed him .,sadness
Wouldn't wan na mix your pleasures .,disgust
"I'm afraid it can't be done , sir !",fear
"Now , if you'll pardon me , I'm busy .",anger
"Handy little thing , isn't it ?",joy
"The rolling balls , the second - hand phrases , the migraine headaches ... Shirt - tails , and tonight's speech : I turned yellow but my dog likes me .",sadness
Can't anyone love me without it being life or death to them ?,sadness
"Look , money !",surprise
I really belong in jail .,sadness
Bye .,sadness
It's a miracle .,surprise
We've run into a fog system not previously reported .,fear
"Yeah , it's nice .",joy
"You make me sick when you speak , [PERSON] .",disgust
"Yeah , do you mind ?",anger
"This could look bad for OCP , [PERSON] .",fear
You can't even call ? We'll be stashed away .,anger
"What am I , a pit stop ?",anger
"Just let my man shoot here , okay ? Just take it easy . $ on this .",anger
"Kindliness and sincerity , and if you'll forgive me , modesty , mean more to a husband than all the wit and beauty in the world .",joy
"I'm always hiding from him , but he finds me .",anger
Who else worries about another male like that except a [GAY SLUR] ?,disgust
Caught in the act .,surprise
That would be risking your neck .,fear
"You're doing fine , all right .",joy
"Look , Doctor , this ain't [LOCATION] or [LOCATION] or wherever you come from .",disgust
"Perhaps he killed [PERSON] , too .",fear
She's been through enough .,sadness
We haven't eaten yet .,sadness
That was fun .,joy
Are you serious ?,surprise
I'm the one that left you that note today . That's so strange .,fear
"But he's an angry guy . Picks up something , kills her .",sadness
Why would he buy a bible ?,surprise
"They certainly want you to stay on . It's just , they felt when it came to head of department ...",fear
I'm sick and tired of hearing about him .,disgust
That's a real woman .,joy
[PERSON] is a man of luck .,joy
"It was a good party , wasn't it ?",joy
I don't believe you !,anger
A legend on this force is dead .,sadness
"You're meaning ' the monster , ain't ya , mate ?",surprise
I'm so bored with this face .,disgust
"I was in a shop once , and I saw a postcard with a beautiful house on it , right by the sea .",joy
I don't want any of that slop .,disgust
I hardly number pirates among my acquaintances .,disgust
"Let me tell you , young lady , it is never easy to be the son of a successful father .",sadness
There must be an error .,fear
"I didn't expect to be called to see the admiral , sir .",surprise
"Well , the tall guy is not really a friend .",disgust
We just have to find someone else with more sense .,disgust
Excuse me ?,surprise
How did you get here ?,surprise
[PERSON] equals [PERSON] .  This is [PERSON]'s handwriting .,surprise
"The most beautiful poetry can be about simple things like a cat , or a flower , or rain .",joy
Somebody help me !,fear
Who was it ?,anger
It can't be that difficult .,anger
You'd think they'd let a man keep his hair .,surprise
There's a lot of things she could ask me but she won't say one darn word .,anger
I said no !,anger
"[PERSON] , if there's one thing I know about , it's Mr. [PERSON] Q. Public .",joy
What kind of a system is this ? Can you move these cars out of here ?,disgust
Turn me loose and get out .,anger
How come I never see you eating ?,surprise
It's a pity some of you fellows haven't anything better to do .,disgust
Art here saw her fighting him off .,anger
Giants !,surprise
He don't care about you and he don't care about me neither .,sadness
I never scouted this neighborhood .,surprise
There's no time ...,sadness
"Now , listen , don't you go around being attractive to anybody but me .",anger
She does not dance no more ?,surprise
He's worse than [PERSON] Tex.,disgust
"No , no , I will not go crawling back to that woman",disgust
"Of course I'm talking about Delta , you twerp !",anger
I'm tired of this baby crap !,disgust
"I've had a lot of fun , [PERSON] , I saw some shows , went to nightclubs .",joy
I'm so glad you've come home safely .,joy
Happy to have you with us .,joy
"Some unidentified walk - in is telling us the Russians are way behind , they can't hurt us , we can pull in our horns .",surprise
Mr. [PERSON]'s changed with the times .,surprise
I don't aim to have that threesome prowling ' my property no longer .,anger
Now I've really lost her .,sadness
Tri Face !,surprise
And we'd like you to explain it to the sister superior .,disgust
Glad to see you .,joy
"Aye , it might be the monster , all right !",fear
Which items ?,surprise
See ? I might as well be in a Mother [PERSON] .,anger
"He lost all his patients , he didn't wan na go to the office .",sadness
Well done .,joy
You ain't gonna take no car .,anger
"It hasn't been all that pleasant for you , has it Mr. [PERSON] ?",sadness
What could possibly be the matter ?,anger
"You , too , think I am too old , too ugly for a man to look upon with love .",sadness
"Here , faster , before the planes are back .",fear
"I hope so , sir . - You hope so ?",anger
"I guess I don't take criticism very well . But I mean , I've had one day of work on this and two conversations about what's missing in my performance .",sadness
What the hels going on ?,anger
"[PERSON] , it's just a disease .",sadness
You're lyin' !,disgust
We're gonna freeze to death .,fear
"I am happy you're out of jail , [PERSON] .",joy
"It ain't all that easy , son ....",sadness
The witness stand is a lonely place to lie .,sadness
Don't know if I'm ever gonna get my nails done now .,sadness
The man ends up looking like his heart attacked him .,sadness
I can't take any more of it .,sadness
They make me .,fear
"I swear to God , if I have to cut up another body for a potion .",anger
They seem so childish .,disgust
"If you die , your type will be extinct",sadness
With lunch !,joy
Painter ?,surprise
And that they wouldn't hold Backpage responsible was very disturbing to me .,anger
Call Dr [PERSON] .,fear
That's good . Seven' fines  ' since we left the match .,joy
"Don't try anything rash , or you're dead along with everyone else .",fear
"You know how long l've been looking for you , you spic fink ?",anger
"Yeah , no , no !",fear
I thought you'd gone .,surprise
This is bullshit !,anger
"If you did your cheekbones better , you could look like [PERSON] .",joy
You're contaminated .,fear
Did not it have to be resting ? Yes .,anger
I caught a cold on the plane .,sadness
It is useless to ask .,anger
Get outta the way .,anger
"[PERSON]'s people were ready to go , but the FSB replaced the crew .",anger
[PERSON] ? How'd I get here ?,fear
"God , it was bright .",anger
I'm not exactly ashamed of that one myself .,joy
I never see anything happen .,sadness
Anything that man tells me will be a lie .,disgust
Get between the treads !,anger
Who took her body ?,surprise
Leave that paintbrush here !,anger
"[PERSON] , could I have a word with you ?",fear
"There's no place out there for graft or greed or lies , or compromise with human liberties .",joy
Right in the middle of our celebration ... the firebase got hit by a mortar attack .,fear
It's a boy !,joy
It wouldn't have worked .,sadness
How awful .,sadness
"Oh , you must be from around here .",surprise
I never danced in public before .,fear
Unless he's looking for something else .,surprise
"Autographed by the criminal himself . Hey , buddy , are you gonna read it or buy it ?",anger
Why am I here ?,surprise
"You seem easily impressed by numbers , captain .",disgust
"When that light hits the water , this boat will be compromised .",fear
