text,labels
All the best fools come from [LOCATION] but only a greater fool would go there .,disgust
All you people don't know about lost causes .,disgust
All you want is my money .,disgust
Almost looked like they were nude .,disgust
"Also , I don't like nobody touching me .",disgust
"Am I , [PERSON] ? - No .",disgust|sadness|surprise
An arsonist is a person that sets buildings on fire for profit or perverse excitement .,disgust
An end to the human race that has plagued this pretty planet for far too long .,disgust
An evil spirit took by corpse and won't let me rest in peace,disgust|sadness
"An honorary stooge like me against the Taylors and Paines , the machines and the lies .",disgust
"And a bad king is bad king , and worse one if he's [PERSON] .",disgust
And a nose just like a rudder .,disgust
And anyone who doesn't do right according to nature and my mother I will blow his head off .,disgust
"And as for taxes , how many millions have you in tax - exempt bonds and oil wells , whose power of production your government so generously protects , while it denies similar benefits to the human brain ?",disgust
"And as for you ... whatever it is you're hatching , forget it , or end up dead .",disgust
"And as long as you terrorize me , I'm gonna fight you .",disgust
And dead fish .,disgust
And every single one of those memories that you're so desperate to pry out of his damaged brain can turn him right back into it .,disgust|fear|sadness
"And goddamn it , tuck up those pyjamas !",disgust
And he calls me an asshole !,disgust
And he was isaac the dreamer . - ( yawns ),disgust|joy
And I don't like nobody touching my stuff !,disgust
And I don't need you to drop your suit because you have no case .,disgust
And I don't want someone coming here when you do tell them after you hang up .,disgust
And I feel sick about it .,disgust
"And I just disagreed with them , completely .",disgust
And I refuse to assist you in the rape of the [LOCATION] .,disgust
"And if one more guy makes a pass at me , I'm going to sock him in the face .",disgust
And if you don't understand plain English ... maybe there's something else you will understand .,disgust
And m the tooth fairy .,disgust
And nice earrings for a streetwalker .,disgust|surprise
And no promises on the sentence .,disgust|sadness
And none of us used to carry guns .,disgust|sadness
"And not for Mr [PERSON] , love him as I may .",disgust
And shave off that dreadful moustache .,disgust
And sometimes I think some junkie nurse may be stepping on my medication .,disgust
"And that you not only look like , but you are , a mess of worms .",disgust
"And that , that caused me to do the most dumb - ass thing I've ever done in my life .",disgust|sadness
"And the smell -- it lingers , you know .",disgust
And there's a big difference between love and infatuation .,disgust
And there's the black hand that did the dirty deed .,disgust
And this smog doesn't help anyway .,disgust
"And those working in the [LOCATION] Project developing the atom bomb were told that any secrets that they disclose would result in ten years in prison , or an equivalent of a $ , fine .",disgust|sadness
"And we are no longer victims of this violent , convulsive act , which so debased women and betrayed men .",disgust
And we'd like you to explain it to the sister superior .,disgust
And what better than to sacrifice one of the beast's own servants whom we caught masquerading as a holy sister of the Mother Church ?,disgust
And what she did was she ... Brought her into a life of hell .,disgust|sadness
"And when I'm dead on the altar of my country , I hope your conscience irks you .",disgust
"And without [PERSON] , it's better to let these people with the black suits and the Swiss haircuts worry about things you and I don't begin to understand .",disgust
And you are the biggest liar of all !,disgust
And you know how vain women are .,disgust
Another example of the pastoral beliefs you Anglicize .,disgust|sadness
Another keen son of a bitch .,disgust
Anybody connected with drugs deserves to die .,disgust
Anybody who takes money out of this bank is crazy .,disgust
Anybody would be ashamed of that .,disgust
Anything that man tells me will be a lie .,disgust
"Anyway , the president of this teamster local back east set up a phony welfare fund , right ?",disgust
"Apparently any mother , even a bad one , is better than none .",disgust
Apparently my birth was not considered a blessed event .,disgust|sadness
"Apparently , Prince [PERSON] thought that was a very important ...",disgust
"Are you a human being , inspector ?",disgust
Are you a scarecrow's son ?,disgust
Are you confessing to this ? - Yes . I confess .,disgust|sadness
Are you drunk ?,disgust
Are you gonna retire or not ?,disgust
Are you nuts ?,disgust
Are you really that quiet ?,disgust
Are you still here ?,disgust
Are you sure you want to escape from it ?,disgust|surprise
Are you vulnerable to him in any way ?,disgust|fear
"As a so called one percenter motorcycle club , [PERSON] are notoriously violent .",disgust|fear
"As I step into the rat catcher , the first thing I notice , besides the smell of rancid beer and stale piss , is the tension .",disgust
"As if he isn't going to be hurt enough , she has to twist a knife in him too .",disgust
"As it happens , you are hardly in a position to have anything to say about it .",disgust
"As you say , a foolish article .",disgust
At bottom she's a very dull girl and the life she pictures for herself is the life she belongs in .,disgust
"At my age , corrected by an illiterate .",disgust
"At the moment , no .",disgust
"Aw , [PERSON] , now what ?",disgust
"Away from all the words , the monuments , the whole rotten show .",disgust
Awkward ass .,disgust
Bad dog !,disgust
Bastards !,disgust
"Bear in mind she's a foreigner , so prepare for hysterics , even a fainting spell .",disgust
Because I do not like my mother .,disgust
"Because of this attempted prison break , [PERSON] would have to serve additional time .",disgust|sadness|surprise
"Because we are food for worms , lads .",disgust
Because you like power .,disgust
"Because you talked me into this , that's why , you idiot !",disgust
"Before proceeding further , I'll remind the visitors in the gallery that they are here as our guests and should conduct themselves as such .",disgust
"Besides , I really do repent . Really .",disgust
Better you than your mother .,disgust
Bitch .,disgust
Black powder and worse ...,disgust
"Bodies strung out , bodies with the skins ripped off , the hearts torn from the cadavers .",disgust|sadness
[PERSON] was my prisoner .,disgust|sadness
Both those guys on the trailer are in it .,disgust|fear
"Bought in to fool people into thinking they were aliens , yeah .",disgust
"Boys , sweep them out of the gutter .",disgust
"[PERSON] , you don't like this job any more than I do , do you ?",disgust
Burn them all away .,disgust
But a little more of your stupid behavior and even the respectability of my house won't shield you .,disgust
"But for now , there is sufficient cowardice , sloth and mendacity down there on Earth to last forever .",disgust
But he became such a damn pest that I left [LOCATION] .,disgust
But he's talking about the illegal part of it .,disgust
But I can't express myself monosyllabically enough for you to understand 'em all .,disgust
But I had locked the briefcase of the [PERSON] in the morning following to her death .,disgust
But I told you never to fight a street fighter fight .,disgust|sadness
"But if [PERSON]'s an angel , why ain't he in Heaven ?",disgust|fear|sadness|surprise
"But if we work hard together and if fortune smiles on us , we'll be able to make you into a human being .",disgust
But the gun shoots death and purifies the earth of the filth of brutals .,disgust
But the hair is rotten here .,disgust
But then you have to live with it .,disgust|sadness
"But when I'm lining up a deal , I don't want any dancehall woman listening in !",disgust
But you haven't had much respect for them .,disgust
But you needn't go on account of this idiot .,disgust
But you're lying .,disgust
But your love does not match your lust for power .,disgust
"But , God , people can be rude .",disgust
"But , I , after spending years I found not a shred of evidence that we have alien visitors in our skies .",disgust
"But , in a democracy , we do not shoot unarmed suspects on sight for a murder in which their participation is still unproven .",disgust
"But , [PERSON] , he dresses like the man that cremated Uncle [PERSON] .",disgust
"But , of course , she's lying .",disgust
by getting blackout drunk .,disgust
By making a lot of idiotic loans ?,disgust
"By the time they take the mortgage payments out of my paycheck , there's not enough left to buy you a fuckin' box of tampons !",disgust
Can you imagine her traveling around the world with a camera bum who never has more than a week's salary in the bank ?,disgust
Can't pay his bills .,disgust
"Careful now , I have feelings like a real human being .",disgust
"[PERSON] , this is intolerable !",disgust
Certainly making a fool of yourself .,disgust
"Champion of dumb animals , ladies in distress , lost kids and lost causes .",disgust
"[PERSON] , she tore the fuckin' place apart .",disgust
Christ . What a dump .,disgust
"[PERSON] , I can't make it so soon ...",disgust|sadness
Coco sounds like she caught the old man cheating again .,disgust
"Come here , you lazy , no - good son of mine !",disgust
"Come on out , you bastards !",disgust
"Come on , [PERSON] . You can't have them .",disgust|surprise
"Come on , cut that shit out .",disgust
"Come on , don't be a fool .",disgust
"Come on , show yourself , you coward .",disgust
"Come on , you flabby old goat , give it to me .",disgust
